Protein,Gene,Description,log2FC,pvalue,adj.pvalue,Status
P42126,ECI1,enoyl-CoA delta isomerase 1,-0.167014399025599,0.466101297799826,0.999774437519936,Not Significant
P42166,TMPO,thymopoietin,0.137527049168844,0.316088552274903,0.999774437519936,Not Significant
P42167,TMPO,thymopoietin,0.0235207016535972,0.924029137215606,0.999774437519936,Not Significant
P42224,STAT1,signal transducer and activator of transcription 1,0.571493834392489,0.0293247835125923,0.999774437519936,Not Significant
P42226,STAT6,signal transducer and activator of transcription 6,0.0969748874661972,0.548498572459746,0.999774437519936,Not Significant
P42229,STAT5A,signal transducer and activator of transcription 5A,0.0943518992649113,0.538410224446078,0.999774437519936,Not Significant
P42285,MTREX,Mtr4 exosome RNA helicase,-0.0434450788945368,0.826432466691444,0.999774437519936,Not Significant
P42331,ARHGAP25,Rho GTPase activating protein 25,0.0968740478440913,0.513968889773996,0.999774437519936,Not Significant
P42338,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",-0.217017632223109,0.558487596715735,0.999774437519936,Not Significant
P42345,MTOR,mechanistic target of rapamycin kinase,-0.126128493347816,0.771325227192156,0.999774437519936,Not Significant
P42356,PI4KA,phosphatidylinositol 4-kinase alpha,-0.0353548529826138,0.874379338420192,0.999774437519936,Not Significant
P42357,HAL,histidine ammonia-lyase,-1.26267681517593,0.0741844102971694,0.999774437519936,Not Significant
P42566,EPS15,epidermal growth factor receptor pathway substrate 15,-0.07212553434903,0.488474799595138,0.999774437519936,Not Significant
P42574,CASP3,caspase 3,0.0658288958292642,0.615615240616951,0.999774437519936,Not Significant
P42575,CASP2,caspase 2,-0.166246623393821,0.593899868177144,0.999774437519936,Not Significant
P42679,MATK,megakaryocyte-associated tyrosine kinase,-0.00107744564243688,0.996876355498779,0.999774437519936,Not Significant
P42684,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",0.156920608538224,0.790714794086724,0.999774437519936,Not Significant
P42696,RBM34,RNA binding motif protein 34,0.0978649959486606,0.606911321132684,0.999774437519936,Not Significant
P42704,LRPPRC,leucine rich pentatricopeptide repeat containing,0.0583947208359233,0.810745803399204,0.999774437519936,Not Significant
P42765,ACAA2,acetyl-CoA acyltransferase 2,0.186861554198825,0.41623088250521,0.999774437519936,Not Significant
P42766,RPL35,ribosomal protein L35,1.05103232966381,0.0627028497767945,0.999774437519936,Not Significant
P42768,WAS,WASP actin nucleation promoting factor,-0.23719180678255,0.462481854385993,0.999774437519936,Not Significant
P42773,CDKN2C,cyclin dependent kinase inhibitor 2C,0.0295625222200339,0.947191100659838,0.999774437519936,Not Significant
P42785,PRCP,prolylcarboxypeptidase,-0.300449424775679,0.332131926951388,0.999774437519936,Not Significant
P42858,HTT,huntingtin,-0.159953740115856,0.225500684286634,0.999774437519936,Not Significant
P42898,MTHFR,methylenetetrahydrofolate reductase,-0.0919847145571645,0.670192636148055,0.999774437519936,Not Significant
P43003,SLC1A3,solute carrier family 1 member 3,0.0839987210199527,0.753008124621627,0.999774437519936,Not Significant
P43004,SLC1A2,solute carrier family 1 member 2,0.0569124893868125,0.958240474180874,0.999774437519936,Not Significant
P43007,SLC1A4,solute carrier family 1 member 4,0.493594001081609,0.393215442408045,0.999774437519936,Not Significant
P43034,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,-0.0630186665881846,0.761501251959506,0.999774437519936,Not Significant
P43155,CRAT,carnitine O-acetyltransferase,0.113991268168326,0.652821869498518,0.999774437519936,Not Significant
P43243,MATR3,matrin 3,0.0031006017660407,0.992020631251788,0.999774437519936,Not Significant
P43246,MSH2,mutS homolog 2,0.0665527322159379,0.640450445312066,0.999774437519936,Not Significant
P43251,BTD,biotinidase,0.115010528242807,0.610035321041384,0.999774437519936,Not Significant
P43304,GPD2,glycerol-3-phosphate dehydrogenase 2,0.233899402283512,0.531550323607915,0.999774437519936,Not Significant
P43353,ALDH3B1,aldehyde dehydrogenase 3 family member B1,-0.174586955299544,0.534064635533332,0.999774437519936,Not Significant
P43378,PTPN9,protein tyrosine phosphatase non-receptor type 9,0.209334627080903,0.215080500392633,0.999774437519936,Not Significant
P43405,SYK,spleen associated tyrosine kinase,0.0919630849996945,0.575062718208767,0.999774437519936,Not Significant
P43487,RANBP1,RAN binding protein 1,-0.41987421419047,0.36022846086413,0.999774437519936,Not Significant
P43490,NAMPT,nicotinamide phosphoribosyltransferase,0.34887362843842,0.287955516027308,0.999774437519936,Not Significant
P43686,PSMC4,"proteasome 26S subunit, ATPase 4",0.171014125616853,0.644934171592862,0.999774437519936,Not Significant
P43897,TSFM,"Ts translation elongation factor, mitochondrial",0.139939006489331,0.463123919791229,0.999774437519936,Not Significant
P45844,ABCG1,ATP binding cassette subfamily G member 1,-0.21142255397956,0.723107961658999,0.999774437519936,Not Significant
P45880,VDAC2,voltage dependent anion channel 2,0.491345115127452,0.149984702968247,0.999774437519936,Not Significant
P45954,ACADSB,acyl-CoA dehydrogenase short/branched chain,0.0243080369979872,0.928063731133687,0.999774437519936,Not Significant
P45973,CBX5,chromobox 5,-0.376104755697649,0.20904472958911,0.999774437519936,Not Significant
P45974,USP5,ubiquitin specific peptidase 5,0.0127899683892985,0.957437531853872,0.999774437519936,Not Significant
P45985,MAP2K4,mitogen-activated protein kinase kinase 4,-0.183848699930773,0.616104925350224,0.999774437519936,Not Significant
P46013,MKI67,marker of proliferation Ki-67,0.25020990430316,0.38516363517959,0.999774437519936,Not Significant
P46019,PHKA2,phosphorylase kinase regulatory subunit alpha 2,-0.170003514106173,0.320768862055698,0.999774437519936,Not Significant
P46020,PHKA1,phosphorylase kinase regulatory subunit alpha 1,2.07357015996497,0.270553832475858,0.999774437519936,Not Significant
P46060,RANGAP1,Ran GTPase activating protein 1,0.0985344623539187,0.61133994022894,0.999774437519936,Not Significant
P46063,RECQL,RecQ like helicase,0.169660181938288,0.381872280242193,0.999774437519936,Not Significant
P46087,NOP2,NOP2 nucleolar protein,0.170111635084812,0.44311272365661,0.999774437519936,Not Significant
P46100,ATRX,ATRX chromatin remodeler,0.0257559513552586,0.918037938813186,0.999774437519936,Not Significant
P46108,CRK,"CRK proto-oncogene, adaptor protein",-0.269863751420017,0.480165205507104,0.999774437519936,Not Significant
P46109,CRKL,"CRK like proto-oncogene, adaptor protein",-0.132458747647114,0.587686710617952,0.999774437519936,Not Significant
P46199,MTIF2,mitochondrial translational initiation factor 2,0.0911288665416084,0.62539335961572,0.999774437519936,Not Significant
P46379,BAG6,BAG cochaperone 6,-0.0983503654720941,0.705984183824656,0.999774437519936,Not Significant
P46459,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase",0.216667858698178,0.440548166513006,0.999774437519936,Not Significant
P46527,CDKN1B,cyclin dependent kinase inhibitor 1B,-0.555967245325627,0.351528680509482,0.999774437519936,Not Significant
P46734,MAP2K3,mitogen-activated protein kinase kinase 3,-0.0770823436371365,0.762428636390373,0.999774437519936,Not Significant
P46736,BRCC3,BRCA1/BRCA2-containing complex subunit 3,-0.199062533101732,0.176794536168468,0.999774437519936,Not Significant
P46776,RPL27A,ribosomal protein L27a,0.0904379323390325,0.64074783774615,0.999774437519936,Not Significant
P46777,RPL5,ribosomal protein L5,-0.0360449534354259,0.860688863635993,0.999774437519936,Not Significant
P46778,RPL21,ribosomal protein L21,0.122044321672307,0.68993228261659,0.999774437519936,Not Significant
P46779,RPL28,ribosomal protein L28,0.247021055221581,0.278845865768105,0.999774437519936,Not Significant
P46782,RPS5,ribosomal protein S5,0.00827449139287421,0.968769504383399,0.999774437519936,Not Significant
P46783,RPS10,ribosomal protein S10,-0.335663835250636,0.43661001437971,0.999774437519936,Not Significant
P46926,GNPDA1,glucosamine-6-phosphate deaminase 1,-0.0122628962257063,0.921140952635344,0.999774437519936,Not Significant
P46934,NEDD4,NEDD4 E3 ubiquitin protein ligase,0.0974282787018272,0.798446696736439,0.999774437519936,Not Significant
P46939,UTRN,utrophin,-0.214935260671309,0.297571256533651,0.999774437519936,Not Significant
P46940,IQGAP1,IQ motif containing GTPase activating protein 1,-0.194028337658134,0.391082442983365,0.999774437519936,Not Significant
P46952,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",-0.120433420793047,0.423596592833463,0.999774437519936,Not Significant
P46976,GYG1,glycogenin 1,-0.128667689508917,0.511147275257,0.999774437519936,Not Significant
P47224,RABIF,RAB interacting factor,-0.247678181488167,0.608474715851781,0.999774437519936,Not Significant
P47712,PLA2G4A,phospholipase A2 group IVA,0.0893909422087777,0.526219894760476,0.999774437519936,Not Significant
P47755,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2,0.768645961104361,0.0550774048534017,0.999774437519936,Not Significant
P47756,CAPZB,capping actin protein of muscle Z-line subunit beta,0.130724274016109,0.512817570536545,0.999774437519936,Not Significant
P47897,QARS1,glutaminyl-tRNA synthetase 1,0.0909128287234864,0.669223196447342,0.999774437519936,Not Significant
P47914,RPL29,ribosomal protein L29,0.166951200796044,0.611659964897486,0.999774437519936,Not Significant
P47929,LGALS7,galectin 7,-2.006892153055,0.236824410689724,0.999774437519936,Not Significant
P47974,ZFP36L2,ZFP36 ring finger protein like 2,0.275661772722779,0.155592830841276,0.999774437519936,Not Significant
P47985,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",-0.0964793261612387,0.731719874228252,0.999774437519936,Not Significant
P48047,ATP5PO,ATP synthase peripheral stalk subunit OSCP,-0.237821473753479,0.436270159946659,0.999774437519936,Not Significant
P48059,LIMS1,LIM zinc finger domain containing 1,-0.248707948421516,0.498609529968983,0.999774437519936,Not Significant
P48060,GLIPR1,GLI pathogenesis related 1,-0.341545094729483,0.455167047954461,0.999774437519936,Not Significant
P48147,PREP,prolyl endopeptidase,0.0202737410716644,0.892267901731381,0.999774437519936,Not Significant
P48163,ME1,malic enzyme 1,-0.486605283765898,0.466832702710805,0.999774437519936,Not Significant
P48200,IREB2,iron responsive element binding protein 2,0.190203661102636,0.275114584243001,0.999774437519936,Not Significant
P48382,RFX5,regulatory factor X5,-0.0672394006215096,0.773102083885402,0.999774437519936,Not Significant
P48426,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,0.06076782612394,0.812137667565708,0.999774437519936,Not Significant
P48444,ARCN1,archain 1 coat protein complex I subunit delta,-0.0731455569873204,0.662147162666223,0.999774437519936,Not Significant
P48449,LSS,lanosterol synthase,-0.209092545022115,0.419115998597306,0.999774437519936,Not Significant
P48506,GCLC,glutamate-cysteine ligase catalytic subunit,-0.0119528508275902,0.952702756223301,0.999774437519936,Not Significant
P48507,GCLM,glutamate-cysteine ligase modifier subunit,-0.218022402738278,0.242321433445331,0.999774437519936,Not Significant
P48552,NRIP1,nuclear receptor interacting protein 1,-0.234458965285996,0.720394371959396,0.999774437519936,Not Significant
P48553,TRAPPC10,trafficking protein particle complex subunit 10,-0.0295529041330182,0.8350063711843,0.999774437519936,Not Significant
P48556,PSMD8,"proteasome 26S subunit, non-ATPase 8",-0.309808212637496,0.348804383183427,0.999774437519936,Not Significant
P48594,SERPINB4,serpin family B member 4,-2.14727808960209,0.251502516371442,0.999774437519936,Not Significant
P48634,PRRC2A,proline rich coiled-coil 2A,-0.0395763673391373,0.846238150674954,0.999774437519936,Not Significant
P48637,GSS,glutathione synthetase,0.241349317173275,0.153290309054079,0.999774437519936,Not Significant
P48643,CCT5,chaperonin containing TCP1 subunit 5,0.17414559515672,0.32723137505774,0.999774437519936,Not Significant
P48651,PTDSS1,phosphatidylserine synthase 1,0.0121023289027337,0.962635781319001,0.999774437519936,Not Significant
P48723,HSPA13,heat shock protein family A (Hsp70) member 13,0.0311065056126861,0.910673135443449,0.999774437519936,Not Significant
P48728,AMT,aminomethyltransferase,0.109978535116096,0.74481336780008,0.999774437519936,Not Significant
P48730,CSNK1D,casein kinase 1 delta,0.0872140487371425,0.706695932035653,0.999774437519936,Not Significant
P48735,IDH2,isocitrate dehydrogenase (NADP(+)) 2,0.135139252889829,0.49456137108263,0.999774437519936,Not Significant
P48736,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",-0.0287625203013139,0.854023128241994,0.999774437519936,Not Significant
P48739,PITPNB,phosphatidylinositol transfer protein beta,0.383925805568093,0.18082817866583,0.999774437519936,Not Significant
P49005,POLD2,"DNA polymerase delta 2, accessory subunit",-0.189862534452489,0.376472822975525,0.999774437519936,Not Significant
P49023,PXN,paxillin,-0.087100651375483,0.864920254446829,0.999774437519936,Not Significant
P49069,CAMLG,calcium modulating ligand,0.116354764926816,0.804086057433823,0.999774437519936,Not Significant
P49116,NR2C2,nuclear receptor subfamily 2 group C member 2,-0.139136819173158,0.499657416364339,0.999774437519936,Not Significant
P49137,MAPKAPK2,MAPK activated protein kinase 2,-0.298201166457994,0.1749003453866,0.999774437519936,Not Significant
P49184,DNASE1L1,deoxyribonuclease 1 like 1,-0.296979029628254,0.34365564879372,0.999774437519936,Not Significant
P49238,CX3CR1,C-X3-C motif chemokine receptor 1,0.049880000693935,0.852865256095183,0.999774437519936,Not Significant
P49247,RPIA,ribose 5-phosphate isomerase A,0.0029502128147756,0.98838098395913,0.999774437519936,Not Significant
P49257,LMAN1,"lectin, mannose binding 1",0.0934836241509103,0.765230085136684,0.999774437519936,Not Significant
P49321,NASP,nuclear autoantigenic sperm protein,-0.0148414746752536,0.94315082612223,0.999774437519936,Not Significant
P49327,FASN,fatty acid synthase,-0.43026698096391,0.263890231909299,0.999774437519936,Not Significant
P49354,FNTA,"farnesyltransferase, CAAX box, subunit alpha",-0.25318219063953,0.410981939634986,0.999774437519936,Not Significant
P49356,FNTB,"farnesyltransferase, CAAX box, subunit beta",-0.456058534202391,0.0908263611423421,0.999774437519936,Not Significant
P49366,DHPS,deoxyhypusine synthase,0.515848716642042,0.361788668950772,0.999774437519936,Not Significant
P49368,CCT3,chaperonin containing TCP1 subunit 3,0.122758750550337,0.563235454541208,0.999774437519936,Not Significant
P49406,MRPL19,mitochondrial ribosomal protein L19,-0.0695074417355589,0.886430904338945,0.999774437519936,Not Significant
P49407,ARRB1,arrestin beta 1,-0.483556043161509,0.220268029046085,0.999774437519936,Not Significant
P49411,TUFM,"Tu translation elongation factor, mitochondrial",0.0424570647871315,0.879504025416637,0.999774437519936,Not Significant
P49419,ALDH7A1,aldehyde dehydrogenase 7 family member A1,-0.150489010799502,0.447176949042142,0.999774437519936,Not Significant
P49441,INPP1,inositol polyphosphate-1-phosphatase,0.0310459311932427,0.921239201717388,0.999774437519936,Not Significant
P49450,CENPA,centromere protein A,0.213349685602243,0.749400721036448,0.999774437519936,Not Significant
P49458,SRP9,signal recognition particle 9,-0.151691123883297,0.704015420400276,0.999774437519936,Not Significant
P49585,PCYT1A,"phosphate cytidylyltransferase 1A, choline",0.14165818461,0.555222420707355,0.999774437519936,Not Significant
P49588,AARS1,alanyl-tRNA synthetase 1,-0.457714753942752,0.00713600619319532,0.999774437519936,Not Significant
P49589,CARS1,cysteinyl-tRNA synthetase 1,0.091876944261149,0.477090722694192,0.999774437519936,Not Significant
